filename,Class,F0_mean,SpecCentroid,RMS,SpecRolloff85,MFCC1_mean,MFCC2_mean,MFCC3_mean,Onset_max
[pia][jaz_blu]1534__1.wav,pia,115.80331456607105,486.29172783864107,0.1049554,725.1720252403846,-360.42624,213.84065,67.54369,10.209755
[pia][pop_roc]1541__1.wav,pia,84.75015594270234,2577.738580433053,0.28135487,6099.445425180288,-5.0437346,85.56783,7.5550313,6.2672105
218__[pia][nod][cla]1417__1.wav,pia,84.62365006919221,631.1220549129872,0.01280763,905.47119140625,-486.4716,200.57207,29.786657,5.0653787
[pia][jaz_blu]1300__3.wav,pia,98.85809308111212,2257.5402089490035,0.094973415,5432.661508413462,-124.721664,96.65973,23.225225,6.2137713
219__[pia][nod][cla]1393__3.wav,pia,223.576469811163,771.2228110572493,0.015844433,1196.9976337139424,-494.8268,188.26752,5.0917377,7.040034
084__[pia][nod][cla]1410__3.wav,pia,494.81675163009027,907.9213753589196,0.045503896,1437.7554086538462,-307.5606,192.76907,-23.081457,3.8715582
[pia][jaz_blu]1485__3.wav,pia,388.96962201400146,1218.8651511897144,0.03554768,2230.83984375,-308.12054,168.07532,-42.297714,9.515904
[pia][cla]1338__2.wav,pia,144.79802134146217,744.7844707203811,0.036433317,1353.1961763822114,-341.77032,211.65076,-30.186026,3.4158506
[pia][pop_roc]1333__3.wav,pia,68.51573469926618,2999.048183369201,0.053198896,6850.374474158654,-179.83035,65.40419,31.885777,10.756199
219__[pia][nod][cla]1393__2.wav,pia,272.002776189533,692.4920697433033,0.009367114,820.4150390625,-585.5788,174.00902,41.406654,5.8632064
[pia][cla]1449__2.wav,pia,153.19195088382645,1099.735999543124,0.07655769,1939.4790414663462,-211.19034,173.28696,-40.94653,5.268587
[pia][pop_roc]1311__3.wav,pia,78.9796023860356,2186.4754682002717,0.14827769,4701.360802283654,-78.0343,90.96381,4.2201514,5.759595
[pia][jaz_blu]1492__2.wav,pia,186.30405670815725,1377.0812746600916,0.03548415,2811.4081280048076,-293.76215,168.68982,-54.0921,12.412539
[pia][jaz_blu]1301__2.wav,pia,81.09321767284204,2207.2222132375578,0.17911127,5499.414438100962,-52.127697,103.23194,17.15775,4.816978
[pia][jaz_blu]1472__3.wav,pia,519.3652441491867,971.9603936789036,0.063519716,1534.24072265625,-304.4849,179.8983,-9.286274,11.630687
[pia][jaz_blu]1495__1.wav,pia,367.3302970865725,1011.4059055868466,0.040432915,1551.2188251201924,-329.58737,169.1792,-2.070844,5.9094377
004__[pia][nod][cla]1394__3.wav,pia,259.6913413860306,597.0042393028683,0.01387373,731.7148061899038,-553.2796,196.55534,32.55026,4.788816
[pia][jaz_blu]1508__3.wav,pia,83.86671163941216,2099.672446794321,0.1331535,5328.805213341346,-176.63486,88.30222,39.4424,7.4258127
101__[pia][nod][cla]1399__3.wav,pia,122.40599031198127,603.7175031604529,0.012368681,947.0468374399038,-470.486,215.39668,14.245002,6.272067
[pia][jaz_blu]1518__3.wav,pia,80.13365093886281,1998.2560671048416,0.05752112,4575.640024038462,-213.05496,114.002075,26.405378,10.363012
[pia][jaz_blu]1523__1.wav,pia,87.74865663810594,1976.949373234508,0.10322503,5134.923565204327,-167.94098,97.11734,41.71057,7.170348
[pia][jaz_blu]1487__2.wav,pia,466.5225159648018,1155.5587321980788,0.02895798,2032.403094951923,-375.66275,146.52106,-1.1973966,9.515042
[pia][jaz_blu]1532__3.wav,pia,167.50517912488058,1097.2214779766489,0.051449254,2002.4222506009614,-293.52512,159.97551,-15.761273,9.073019
[pia][pop_roc]1320__3.wav,pia,83.5100877604568,2382.9643944423556,0.11001069,5154.137807992788,-141.961,89.16385,10.897848,12.137142
113__[pia][nod][cla]1407__1.wav,pia,76.5286323171608,987.9615026653563,0.060803346,1647.3728590745193,-263.84015,190.05826,-27.194366,6.7344174
[pia][jaz_blu]1314__1.wav,pia,131.29768263592902,2851.1202398570927,0.026795292,6778.7351637620195,-298.80252,65.16533,42.159637,6.7179327
[pia][cla]1308__2.wav,pia,475.94953597227175,1118.6731987735081,0.025713626,1863.9471905048076,-349.76654,177.81728,-44.219215,5.4664364
[pia][cla]1337__2.wav,pia,70.19725245358333,932.5658950630367,0.029027512,1412.909405048077,-346.82727,209.57135,-38.766277,4.7902007
[pia][jaz_blu]1478__3.wav,pia,293.0828473022038,1312.1079016485885,0.14649954,2835.4259314903848,-182.45824,130.97005,28.423721,7.656228
[pia][jaz_blu]1492__1.wav,pia,150.19956488079146,1438.241627320425,0.034732994,2792.442345252404,-289.20697,166.62378,-54.96528,11.182913
032__[pia][dru][jaz_blu]1425__1.wav,pia,91.00665501896928,1600.4029427130272,0.14064747,3402.660193810096,-108.63532,127.17972,-15.466479,3.654249
[pia][jaz_blu]1490__3.wav,pia,476.58828998047323,1437.5777762718244,0.029962461,2714.7571739783652,-330.67,143.37512,-32.76201,15.526327
042__[pia][nod][cla]1409__1.wav,pia,246.52016022198382,465.06106564380633,0.01354522,730.7209660456731,-547.9386,208.45866,35.373608,6.908788
[pia][jaz_blu]1465__2.wav,pia,115.07808142068428,2189.900101441607,0.07772947,5505.0461989182695,-171.87756,91.32281,29.168144,8.195617
[pia][pop_roc]1349__3.wav,pia,89.46794195971955,1736.2683436444236,0.0808251,3541.7149939903848,-162.78294,112.3592,-14.199137,10.655925
108__[pia][nod][cla]1386__1.wav,pia,87.04891090505501,838.6142007305732,0.023711998,1390.9621018629807,-358.78714,229.11707,-31.37656,4.1998444
051__[pia][dru][jaz_blu]1431__3.wav,pia,211.3163518898649,1368.5413374383502,0.10052837,2564.521672175481,-201.10104,130.20604,7.2709117,6.228438
[pia][jaz_blu]1520__3.wav,pia,93.64493933503202,1429.7579926572862,0.06305486,3086.701847956731,-237.43518,123.9085,-3.2542048,8.58018
[pia][jaz_blu]1339__2.wav,pia,356.75267010286126,1202.4104812893888,0.053034358,1839.5152869591345,-262.10522,159.69652,-14.723805,8.560936
[pia][cla]1352__1.wav,pia,105.02203723213918,709.9063143436846,0.0457083,1138.2782451923076,-335.28986,200.47266,-5.648518,5.620018
137__[pia][nod][cla]1381__2.wav,pia,83.42554905620344,850.5621411271466,0.056265596,1519.16748046875,-273.20465,218.78569,-35.815556,4.58959
[pia][jaz_blu]1353__2.wav,pia,95.7715476311708,2163.9141089866557,0.13241394,5093.5963792067305,-130.02957,82.03179,20.012247,6.278827
029__[pia][nod][cla]1411__1.wav,pia,294.69809152899575,736.7590006512561,0.05080765,1023.90380859375,-374.5357,186.22511,7.6718717,6.471741
[pia][jaz_blu]1507__2.wav,pia,117.94331834776823,2255.547036770101,0.05363288,5647.413799579327,-211.93611,89.673386,23.72133,5.0205326
[pia][cla]1369__3.wav,pia,120.25972066318269,748.8066373462456,0.059620697,1241.6376201923076,-300.26675,207.12119,-18.971863,4.063436
004__[pia][nod][cla]1394__1.wav,pia,337.13655982398035,1023.1501348985621,0.07118705,1830.4050856370193,-280.6767,171.24884,-41.88412,5.222314
[pia][pop_roc]1326__2.wav,pia,84.78946643165408,1833.9463492749774,0.088582315,4228.789813701923,-155.89174,115.92761,10.554824,9.590993
[pia][jaz_blu]1488__3.wav,pia,293.5891947091609,980.9576199880133,0.050777934,1800.17578125,-302.44043,186.59059,-26.842894,6.772675
[pia][pop_roc]1330__1.wav,pia,82.9715748993676,1139.590483860791,0.08677575,2099.6529447115386,-171.36153,194.26796,-65.674126,4.99923
[pia][pop_roc]1351__2.wav,pia,66.73623268557971,1012.5837559133155,0.17811774,2123.173828125,-159.96725,166.22507,-10.641702,11.803371
[pia][jaz_blu]1476__2.wav,pia,88.87345718737492,2400.4131202567432,0.085213326,5383.632061298077,-165.16254,72.239334,11.94915,6.2555947
[pia][pop_roc]1315__1.wav,pia,81.35293988068594,2417.3750926182015,0.12469507,5401.355543870192,-81.74312,84.01759,7.0922213,5.8839674
161__[pia][nod][pop_roc]1441__1.wav,pia,240.9592216242471,1231.6860225700234,0.04393521,2133.1122295673076,-320.83273,158.01813,-53.028427,7.9069433
[pia][pop_roc]1303__1.wav,pia,139.59691541945773,618.1239192633908,0.03724846,892.0543494591346,-416.83167,226.8875,31.041233,4.893426
[pia][pop_roc]1296__3.wav,pia,85.64448421014602,2060.227406684348,0.115840316,4313.431865985577,-96.00963,110.396324,-26.630465,8.748235
144__[pia][nod][cla]1380__1.wav,pia,86.7621676608327,621.6588966752307,0.0074897604,859.2576246995193,-562.4036,208.13492,21.979528,5.9625735
[pia][jaz_blu]1353__3.wav,pia,107.71927005454236,2030.0666598894088,0.17711028,4523.794696514423,-97.48339,91.855316,7.706616,7.605743
239__[pia][nod][cla]1391__2.wav,pia,82.49596873492877,1063.2214593093654,0.041460503,1751.2291541466345,-299.6742,191.93124,-43.3015,5.440722
[pia][cla]1312__3.wav,pia,130.89345769647954,845.4472728193912,0.028734528,1538.3817232572114,-353.43304,200.98636,-28.408943,8.605455
[pia][jaz_blu]1483__3.wav,pia,82.25565948180986,783.8134824563153,0.06274023,1112.0243013822114,-323.80597,212.31201,3.3940735,7.7041264
[pia][jaz_blu]1366__1.wav,pia,117.22384647533949,1243.1819396879887,0.1404409,2613.716759314904,-166.36646,149.95905,-24.539066,6.9958224
[pia][pop_roc]1376__3.wav,pia,110.49085882771053,2349.6938094058837,0.03321765,5200.3513746995195,-208.59952,76.83321,-8.555656,5.2715297
[pia][jaz_blu]1492__3.wav,pia,112.62759872197968,1301.0362211230229,0.033228293,2602.0391376201924,-296.51443,178.07512,-60.74948,7.4370785
[pia][pop_roc]1289__3.wav,pia,79.18728601547672,1911.2115054926617,0.17186517,4308.379845252404,-81.63472,108.22662,2.4663677,6.2875443
001__[pia][nod][cla]1389__3.wav,pia,133.51168426643972,751.3922641732224,0.043524686,1276.0079251802886,-335.00446,231.87566,-28.7249,3.884842
187__[pia][nod][cla]1404__1.wav,pia,172.31098869366488,674.0621464467563,0.020002251,1143.744365985577,-427.15332,204.242,1.2508916,8.158951
[pia][cla]1497__3.wav,pia,87.36387567706186,723.4003296680681,0.02714259,1028.6245492788462,-380.0434,186.7636,16.324123,6.953225
[pia][cla]1374__2.wav,pia,105.14293616847254,577.4325877874431,0.008446906,936.3630558894231,-532.00684,254.00313,30.46274,2.679006
104__[pia][nod][cla]1387__1.wav,pia,144.14591333108115,806.2795970579992,0.0075636213,1227.2269381009614,-543.39026,196.77914,3.5027683,6.7102737
113__[pia][nod][cla]1407__2.wav,pia,236.62643708760183,993.8783958759471,0.057939008,1580.7855694110576,-282.9184,183.61938,-20.59889,8.135147
[pia][jaz_blu]1329__1.wav,pia,139.08648738542144,720.778318698897,0.03191364,957.6477989783654,-428.16113,205.86127,37.380356,8.306363
[pia][pop_roc]1377__2.wav,pia,123.07333404178415,1179.0286555282964,0.02437312,2266.36962890625,-373.21893,141.91016,-28.860548,7.3306317
[pia][pop_roc]1286__1.wav,pia,74.72553946741492,1300.7098316135484,0.05623815,2517.894005408654,-231.59958,158.26271,-42.992096,7.246687
187__[pia][nod][cla]1404__3.wav,pia,132.48712975837714,588.7071576023768,0.0058148396,912.3452524038462,-579.7273,198.81442,28.06636,16.299496
224__[pia][dru][cou_fol]1422__2.wav,pia,112.75854031245748,1153.9434447892856,0.16044523,2155.059532752404,-205.781,155.01135,1.2928011,12.285865
[pia][cla]1499__1.wav,pia,170.60995644326022,889.9665916941202,0.085788704,1475.6869741586538,-248.8661,184.10686,-27.831884,4.2567077
[pia][pop_roc]1316__1.wav,pia,82.8780339626669,2888.9428428487736,0.108820304,6565.307992788462,-106.41423,68.97388,21.408436,6.1104407
[pia][pop_roc]1445__3.wav,pia,191.02171686911893,801.8105412403712,0.013803043,1230.953838641827,-470.71957,193.99039,-3.9576032,6.8835516
[pia][jaz_blu]1472__1.wav,pia,550.1550682358976,968.3577451507253,0.042503744,1365.7019981971155,-338.06915,176.21704,-3.5869513,7.041466
[pia][jaz_blu]1522__2.wav,pia,102.33736456230197,1225.9800877618313,0.03693671,2392.1732271634614,-356.6599,123.342896,36.329243,13.02709
[pia][cla]1325__3.wav,pia,257.85923260231647,897.2568424492626,0.030972283,1648.36669921875,-318.62427,202.22368,-44.2016,6.236864
[pia][jaz_blu]1340__2.wav,pia,84.98119216370071,2388.871721725025,0.07632734,5680.458984375,-197.52551,79.86262,60.431305,10.8211565
[pia][cla]1324__3.wav,pia,138.76069710654656,919.0951077538504,0.064849004,1680.7493239182693,-269.42722,184.15039,-34.980873,4.821444
[pia][cla]1297__3.wav,pia,127.64314237968915,622.5221161673321,0.04117757,1127.5116436298076,-353.21365,238.2922,-22.464603,3.8492208
[pia][cla]1305__1.wav,pia,69.65056606581992,561.078311898335,0.0055966643,761.9441105769231,-547.4731,209.15787,26.446665,1.6082445
152__[pia][dru][pop_roc]1440__3.wav,pia,233.6606391033456,1949.7436197710442,0.08382731,4463.336087740385,-192.93314,96.53767,6.043043,14.999621
[pia][pop_roc]1332__2.wav,pia,338.4927697931469,1097.734682766429,0.10164338,1762.49267578125,-230.62918,168.78107,-20.157211,11.762266
[pia][pop_roc]1541__2.wav,pia,83.55779218726745,2587.306586252735,0.28670368,6167.689115084135,-3.5218346,84.3258,9.046379,5.846972
[pia][jaz_blu]1354__3.wav,pia,103.47041170496844,1432.3513848689527,0.018420994,2910.957782451923,-337.20306,163.17534,-53.839745,5.8907623
[pia][jaz_blu]1482__1.wav,pia,81.81171602531205,855.7276748279564,0.08207751,1306.9826096754807,-270.04163,201.53766,-17.974869,8.01448
[pia][cla]1496__2.wav,pia,326.5243643290501,717.7420548603284,0.071817055,1198.7368539663462,-342.66196,173.55293,11.354995,5.6515703
[pia][cla]1355__2.wav,pia,198.97286156151642,882.1764236243952,0.031181064,1388.8087815504807,-382.55655,203.914,-32.625816,8.527087
[pia][pop_roc]1332__1.wav,pia,158.94498317676602,521.2813767274249,0.015308456,633.8215519831731,-491.36273,199.53767,40.48557,1.0741874
153__[pia][dru][cou_fol]1419__2.wav,pia,70.05237688833206,2512.4393887791443,0.10486282,5734.540452223558,-76.74741,86.57475,5.2875853,3.6126795
[pia][cla]1327__2.wav,pia,83.90106367336125,658.8155045136768,0.04774297,1103.3282001201924,-350.455,211.36948,-6.686592,5.189884
057__[pia][nod][cla]1413__2.wav,pia,644.7157042016266,801.0841923140785,0.018569397,1107.3863807091345,-454.16794,182.03482,7.4740143,6.4336815
[pia][jaz_blu]1480__1.wav,pia,101.55190858486972,1619.6331843447215,0.048588876,3112.62451171875,-221.28282,160.91519,-68.89142,10.67702
[pia][cla]1284__2.wav,pia,1320.276953202107,2704.7713557829256,0.16509949,4477.498309795673,-139.66519,51.837357,-78.528755,8.338499
153__[pia][dru][cou_fol]1419__1.wav,pia,76.79547183245009,2389.0297080353093,0.08231662,5425.124887319712,-103.45474,92.06188,9.597706,3.347427
024__[pia][nod][cla]1414__3.wav,pia,666.2954802768356,1138.4914880278184,0.015915053,1851.9382887620193,-394.2062,178.42628,-42.69286,8.146161
[pia][jaz_blu]1493__3.wav,pia,77.06474362905641,1285.5384492060496,0.03453026,2643.20068359375,-275.31323,174.4542,-48.843704,8.219794
[pia][cla]1337__1.wav,pia,111.51278340216354,997.2844557589285,0.04582812,1741.6220327524038,-276.08792,192.48593,-36.9201,4.5239534
[pia][pop_roc]1446__2.wav,pia,686.6909915284025,1432.0925880015484,0.044810515,2007.3086313100962,-360.23605,154.94044,-65.50766,9.813847
178__[pia][nod][cla]1379__3.wav,pia,155.36987725039717,1006.9029780326798,0.07375991,1840.5091271033655,-234.11046,192.14604,-42.264946,8.788071
[pia][cla]1365__3.wav,pia,295.9734563991019,1151.2758238228769,0.039920367,1935.8349609375,-300.52078,175.58179,-52.351276,4.4150867
[pia][pop_roc]1302__1.wav,pia,116.57115379883793,1266.6952667814603,0.03705979,2089.134803185096,-342.86304,139.56845,-4.6535406,22.826216
[pia][jaz_blu]1523__2.wav,pia,96.41222077293544,1652.447240628544,0.12238017,4101.0813551682695,-174.07152,105.51337,40.85174,6.5818186
[pia][pop_roc]1320__2.wav,pia,69.42832890428353,1961.8969289439092,0.13822843,4452.652306189904,-129.66968,99.54865,8.809073,7.8151574
[pia][pop_roc]1343__1.wav,pia,90.21023663745387,2806.8615974294557,0.22061616,5882.9539137620195,-13.348227,65.2307,-14.236194,6.4186554
[pia][pop_roc]1311__2.wav,pia,67.48366728974705,2132.349371332718,0.1432254,4528.929537259615,-67.19849,95.18015,-7.6735907,4.9248075
[pia][jaz_blu]1358__3.wav,pia,99.6381863456098,2450.4111414838885,0.08990678,5930.1613206129805,-136.1264,82.72097,18.434086,4.660854
229__[pia][nod][jaz_blu]1434__3.wav,pia,125.3277873672554,691.8267916925266,0.08639691,1219.85595703125,-328.53223,221.86998,1.6866136,7.5834866
[pia][cla]1338__3.wav,pia,211.32480687924536,647.5773617481177,0.021459613,1046.2652118389424,-423.29886,220.7332,-7.221684,4.481886
[pia][pop_roc]1289__2.wav,pia,76.75213729633946,1632.9612692445585,0.1505519,3465.851862980769,-114.97756,120.18538,-11.931027,8.860985
204__[pia][nod][cla]1401__3.wav,pia,89.41731515134508,1215.4615483579187,0.096858434,2198.5400390625,-154.51553,168.15631,-45.62386,2.7211637
[pia][cla]1370__1.wav,pia,138.49452351674714,1366.8234351565739,0.031594012,2043.9978966346155,-304.86734,161.73903,-37.484787,11.592308
[pia][pop_roc]1295__2.wav,pia,108.97547440867226,1063.3816221037955,0.030190185,1838.1073467548076,-358.92648,167.76181,-18.383305,16.920616
[pia][jaz_blu]1511__2.wav,pia,190.20319988806568,1290.579009778578,0.045727253,2002.919170673077,-288.07782,151.94603,5.0170317,8.049957
190__[pia][dru][jaz_blu]1435__2.wav,pia,1095.128690379681,2139.5508344123705,0.19125183,4210.652231069712,-67.549866,95.9079,-29.8936,4.7505107
[pia][jaz_blu]1473__1.wav,pia,130.7218850318896,1259.86675216621,0.024833005,2538.019268329327,-322.10312,172.96487,-42.025036,6.4673696
[pia][cla]1362__2.wav,pia,167.18702382506865,662.1854989348487,0.053186204,1116.3309420072114,-331.235,208.69315,-0.70794445,5.279729
[pia][jaz_blu]1519__3.wav,pia,119.10383417291028,3638.6687992084403,0.042665917,7801.3966721754805,-197.35098,51.1776,42.450367,4.392749
[pia][cla]1355__3.wav,pia,208.93524831914704,902.3680476549048,0.04254827,1405.786884014423,-363.10284,181.81526,-36.68928,7.108137
124__[pia][nod][jaz_blu]1426__3.wav,pia,86.24040843638647,1042.2841908331009,0.030516548,1830.5707256610576,-351.59076,145.2522,18.043013,13.673847
108__[pia][nod][cla]1386__3.wav,pia,195.56836478370866,907.5464304416107,0.026379967,1305.9059495192307,-378.71985,210.52368,-43.69248,3.6702855
[pia][pop_roc]1303__2.wav,pia,78.54666238737303,628.4428869543088,0.017726263,860.0030048076923,-450.9864,216.66092,45.55021,5.21307
[pia][jaz_blu]1359__2.wav,pia,79.38830406613637,1225.0071027863123,0.03294436,2401.366248497596,-290.05438,168.3897,-31.541082,6.0652156
042__[pia][nod][cla]1409__3.wav,pia,367.9058121512033,527.3620953059856,0.011032374,826.7093599759615,-554.15967,186.85321,19.843758,7.139794
161__[pia][nod][pop_roc]1441__3.wav,pia,162.51238404722034,888.8354748174273,0.053143904,1548.8998647836538,-288.51593,202.96262,-36.823307,3.745871
[pia][cla]1307__3.wav,pia,182.019434135923,1067.392109341658,0.046469036,2051.8657977764424,-268.82938,174.32426,-36.8702,6.144816
[pia][cla]1447__2.wav,pia,216.4759083271945,616.9843003590989,0.038107272,849.0707632211538,-433.31488,173.54004,34.79831,4.7369447
[pia][cla]1283__1.wav,pia,277.9225787093028,745.8902332438549,0.00558052,937.1084359975962,-606.4259,188.27832,33.838657,7.4875765
[pia][jaz_blu]1462__1.wav,pia,196.33803520925423,843.410333342727,0.03903698,1370.5055588942307,-352.04904,205.93832,-17.034874,5.323721
[pia][pop_roc]1286__2.wav,pia,87.30025242420884,1287.6988416024658,0.0543648,2464.2266376201924,-234.63861,162.35295,-44.94491,7.2200556
[pia][pop_roc]1335__3.wav,pia,75.10918102992628,1047.9627024390104,0.2073443,1924.4057992788462,-144.96825,152.28735,11.610275,11.36686
170__[pia][nod][cla]1403__1.wav,pia,177.69038377108055,1006.6001647472317,0.026076457,1731.26953125,-350.086,186.70868,-32.642143,5.7642717
[pia][jaz_blu]1480__2.wav,pia,188.6109708743962,1818.7578146670623,0.03636512,3430.984637920673,-245.84846,144.23296,-66.988106,10.891265
027__[pia][nod][cla]1398__3.wav,pia,165.2106466559645,1123.6077647828126,0.07365908,1947.5954026442307,-220.26004,175.86157,-40.728,6.967706
215__[pia][dru][jaz_blu]1432__3.wav,pia,99.90969673523021,1691.6637082896455,0.09127938,4001.531700721154,-179.84506,104.736946,14.856135,5.1103754
[pia][jaz_blu]1329__2.wav,pia,303.9733453447918,702.0307555733766,0.035893455,880.6251878004807,-425.24982,188.66794,46.107246,4.9628572
[pia][pop_roc]1344__3.wav,pia,192.51396842823766,1137.1413526215945,0.10881372,2370.060283954327,-224.52933,154.26222,10.115315,17.832848
[pia][jaz_blu]1512__2.wav,pia,121.85209941024539,910.2775936662238,0.15229164,1519.6644005408655,-222.524,152.28249,-3.0335612,9.090272
[pia][cla]1458__3.wav,pia,87.75991792730647,923.5499240775451,0.043150943,1760.2565354567307,-295.88666,202.51842,-49.499496,8.360443
[pia][jaz_blu]1501__2.wav,pia,78.06303226267879,1439.0368696564747,0.05771342,3075.686786358173,-277.41046,122.116455,25.420498,9.704169
